tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone,,
5.70E+17,negative,1,Customer Service Issue,1,American,,ianbeyer,,0,@AmericanAir That鈥檚 a rather clunky process. Whoever designed that clearly doesn鈥檛 understand e-mail 101.,,2015/2/24 4:07,"Wichita, Kansas",Central Time (US & Canada),,
5.70E+17,negative,1,Customer Service Issue,1,American,,ianbeyer,,0,@AmericanAir Your customer relations dept has one-way e-mail. How is not allowing responses helpful?,,2015/2/24 4:04,"Wichita, Kansas",Central Time (US & Canada),,
5.70E+17,negative,0.6801,Can't Tell,0.6801,American,,Fede_123,,0,"@AmericanAir If you are sorry, answer my claims (AA Ref#1-2990176298, 1-3001885409 and : 1-3001885409) accordingly, without using ""weather""",,2015/2/24 4:03,,,,
5.70E+17,negative,1,Flight Attendant Complaints,0.6659,American,,weezerandburnie,,0,@AmericanAir she has  the guy u served drinks 2  til he needed awheelchair to get off the plane is a more important then the assaulted women,,2015/2/24 4:01,Belle MO,,,
5.70E+17,negative,1,Can't Tell,0.6148,American,,perelmuterm,,0,"@AmericanAir there's a lot of talks and no doing. 
MIA-SFO on a 20+ year old plane #nonewplanes #old #shame http://t.co/TwETPXUpPN",,2015/2/24 3:59,Miami,Eastern Time (US & Canada),,
5.70E+17,negative,1,Customer Service Issue,1,American,,richardgru,,0,@AmericanAir Sorry that is a sad answer a fully refundable first fare and no response in 6 weeks ! No more AA in my future !,,2015/2/24 3:52,,,,
5.70E+17,negative,1,Customer Service Issue,1,American,,diegolrz,,0,@AmericanAir are you a bot? Haha always same lies from you!,,2015/2/24 3:48,"Dallas, TX",Central Time (US & Canada),,
5.70E+17,negative,1,Customer Service Issue,0.6663,American,,GREATNESSEOA,,0,@AmericanAir especially during a death in the family and still no solution. 96 hours and counting...Thanks,,2015/2/24 3:46,McKinney TX,,,
5.70E+17,negative,0.6942,Bad Flight,0.6942,American,,wbarkema,,0,@AmericanAir fortunately the window seat was a no-show. Able to scoot over and create space.,,2015/2/24 3:46,,Central Time (US & Canada),,
5.70E+17,negative,1,Late Flight,0.6914,American,,diegolrz,,0,@AmericanAir so great AA1103 sitting for an hour first technical problems now what?,,2015/2/24 3:45,"Dallas, TX",Central Time (US & Canada),,
5.70E+17,negative,1,Customer Service Issue,0.3503,American,,GREATNESSEOA,,0,@AmericanAir this has to be the absolute WORST EXPERIENCE EVER!,,2015/2/24 3:43,McKinney TX,,,
5.70E+17,negative,1,Customer Service Issue,0.6778,American,,GREATNESSEOA,,0,@AmericanAir so I have to call back at 9 since the department is closed. This has to be the biggest bunch of bull!,,2015/2/24 3:42,McKinney TX,,,
5.70E+17,negative,1,Can't Tell,0.6304,American,,GREATNESSEOA,,0,@AmericanAir just need to know why it wasn't done like it was promised it would yesterday,,2015/2/24 3:41,McKinney TX,,,
5.70E+17,negative,1,Bad Flight,0.3496,American,,wbarkema,,0,"@AmericanAir too Late Flight now. Boarded, exit rows taken. Could not have gotten worse. Guy next 2 me should've bought 2 seats. #miserablemorning",,2015/2/24 3:40,,Central Time (US & Canada),,
5.70E+17,negative,1,Customer Service Issue,0.3443,American,,CampOwl,,0,@AmericanAir re-staff and commence new policies because your industry is so embarrassed by you.,,2015/2/24 3:35,Mitten,Guam,,
5.70E+17,negative,0.6324,Can't Tell,0.6324,American,,GREATNESSEOA,,0,@AmericanAir @USAirways So who do I need to talk to to ensure the statement is sent to my bank so I can get the credit for the charges?,,2015/2/24 3:31,McKinney TX,,,
5.70E+17,negative,1,Can't Tell,1,American,,wbarkema,,0,@AmericanAir 3 months of straight travel ahead. Time to find new airline.,,2015/2/24 3:30,,Central Time (US & Canada),,
5.70E+17,negative,0.7007,Lost Luggage,0.7007,American,,CamaroGuySteve,,0,@AmericanAir I'm flying into DCA my bag is at IAD.  I am already Late Flight for my meetings at work.  I will call the number when I land 馃槶,,2015/2/24 3:26,,,,
5.70E+17,negative,1,Lost Luggage,0.6673,American,,CamaroGuySteve,,0,@AmericanAir face palm!!! Cannot believe the last 24 hrs 1.5 hrs of sleep and No and no and what you can't do......,,2015/2/24 3:22,,,,
5.70E+17,negative,1,Lost Luggage,1,American,,CamaroGuySteve,,0,@AmericanAir just wow Regina just told me I can't file or request a lost bag statement until I finish my travel.  So until I get to DC argg,,2015/2/24 3:21,,,,
5.70E+17,negative,1,Customer Service Issue,0.3647,American,,Fede_123,,0,"@AmericanAir I shared my experience several times (AA Ref#1-2990176298), but AA's response is senseless, weather was not the cause!!!",,2015/2/24 3:20,,,,
5.70E+17,negative,1,Customer Service Issue,0.6804,American,,sirmunchie,,0,"@AmericanAir You should be apologizing for your rude sales reps and failure to offer anything other than trite, condescending platitudes....",,2015/2/24 3:17,eating curly fries w/ the wife,Eastern Time (US & Canada),,
5.70E+17,negative,1,Customer Service Issue,0.675,American,,SamuelMondo,,0,@AmericanAir is non existent and I will take this as far as needed.Why hide behind a corporate logo? Provide a number #tcf #useless #amateur,,2015/2/24 3:13,Manchester,London,,
5.70E+17,negative,1,Customer Service Issue,0.6761,American,,SamuelMondo,,0,"@AmericanAir LAX-OGG-LAX using hard earned miles and was given lousy service, faulty seats on both legs and damaged bag. Your customer care",,2015/2/24 3:12,Manchester,London,,
5.70E+17,negative,1,Lost Luggage,1,American,,CamaroGuySteve,,0,@AmericanAir they were no where to be found at Midnight Last Night! I would think the agent in LAX could have relayed that info.Bag on flt,,2015/2/24 3:12,,,,
5.70E+17,negative,1,Cancelled Flight,1,American,,wbarkema,,0,@AmericanAir you Cancelled Flight both flights yesterday and rebook me in middle seat. Not acceptable. Upgrade to emergency row would help. #nothappy,,2015/2/24 3:12,,Central Time (US & Canada),,
5.70E+17,negative,1,Bad Flight,0.6837,American,,SamuelMondo,,0,@AmericanAir is it right to provide faulty seats on flights plus damage a $350 bag and not replace and shrug the damage off? Flights from...,,2015/2/24 3:11,Manchester,London,,
5.70E+17,negative,1,Customer Service Issue,0.6194,American,,SamuelMondo,,0,@AmericanAir it isn't good enough. You need to provide a phone number. Other partners do. Should be investigated by @IATA @TheFAAOnline,,2015/2/24 3:10,Manchester,London,,
5.70E+17,negative,0.6868,Lost Luggage,0.3807,American,,CamaroGuySteve,,0,"@AmericanAir yes it is in Dulles and I need it delivered to the Embassy Suites in Herndon, VA. I'm still in Chicago from the fiasco in LAX",,2015/2/24 3:05,,,,
5.70E+17,negative,1,Customer Service Issue,1,American,,SamuelMondo,,0,@AmericanAir what's the point? So I can wait for another 6 weeks. U r one of the only airlines that refuses to handle complaints by phone,,2015/2/24 3:04,Manchester,London,,
5.70E+17,negative,1,longlines,0.3611,American,,JayFranceschi,,0,"@AmericanAir machines are broken, lines are out the door for self service, cust. Support, and bag check in.",,2015/2/24 3:02,,Quito,,
5.70E+17,negative,0.6989,Customer Service Issue,0.6989,American,,sirmunchie,,0,"@AmericanAir would have been had I seen this before 1130pm EST, when I was sound asleep.",,2015/2/24 3:00,eating curly fries w/ the wife,Eastern Time (US & Canada),,
5.70E+17,negative,1,Flight Attendant Complaints,1,American,,SouthSeth,,0,@AmericanAir merged airlines do not work for FF programs. Very frustrating and the gate agents are to busy pouting to care. #AttitudeIssues,,2015/2/24 2:59,Crestwood,Eastern Time (US & Canada),,
5.70E+17,negative,1,Lost Luggage,1,American,,CamaroGuySteve,,0,"@AmericanAir when you strand someone in a city without luggage you would think AA would want to earn your business, but guess not?",,2015/2/24 2:58,,,,
5.70E+17,negative,1,longlines,1,American,,JayFranceschi,,0,@AmericanAir needs to get their shit together. 2 counter people &amp; a massive line. People need to catch their flights! http://t.co/4MQFMxeBXt,,2015/2/24 2:57,,Quito,,
5.70E+17,negative,0.6753,Customer Service Issue,0.3494,American,,AnnaIntheCity,,0,@AmericanAir I know your policy. Just asking for a little kindness due to extenuating circumstances.,,2015/2/24 2:56,Northern Virginia,Eastern Time (US & Canada),,
5.70E+17,negative,0.6741,Flight Attendant Complaints,0.6741,American,,CamaroGuySteve,,0,@AmericanAir the pilot her and another flight attendant left walking away laughing.  Just wow,,2015/2/24 2:55,,,,
5.70E+17,negative,1,Flight Attendant Complaints,0.6725,American,,CamaroGuySteve,,0,@AmericanAir  oh no she left the counter and went downstairs.  Then she told Elise an agent that joined her not to come over to counter.,,2015/2/24 2:54,,,,
5.70E+17,negative,1,Lost Luggage,0.3806,American,,sannimaarit,,0,"@AmericanAir @Delta Maybe? Long trip, Late Flight night &amp; queues at baggage claims in two terminals, no good. I thought I paid for it 50$ instead.",,2015/2/24 2:51,Finn between Detroit & Toledo,Helsinki,,
5.70E+17,negative,1,Customer Service Issue,1,American,,CamaroGuySteve,,0,@AmericanAir you really need some customer service training for your unhappy EEs in the morning in Chicago. Gate K20 at 430 chking her schd,,2015/2/24 2:49,,,,
5.70E+17,negative,1,Late Flight,1,American,,chasefoster,,0,".@AmericanAir (2/3) ...I sat on the runway for 4 MORE HRS b4 takeoff (10 hrs Late Flight, 4:30 AM). Pilot plainly stated it was a comp/mech issue.",,2015/2/24 2:45,Nashville/Space,Central Time (US & Canada),,
5.70E+17,negative,1,Late Flight,1,American,,chasefoster,,0,".@AmericanAir Alright prove it: (1/3) 3 days ago, I sat on a plane at JFK for 3 hrs, deplaned for 3 more, and when I re-boarded...",,2015/2/24 2:42,Nashville/Space,Central Time (US & Canada),,
5.70E+17,negative,1,Customer Service Issue,0.68,American,,queenwitchiepoo,,0,@AmericanAir I'm trying to choose my seats but every time I go to the next flight I get system error,,2015/2/24 2:34,Syd.,Sydney,,
5.70E+17,negative,0.6614,Can't Tell,0.6614,American,,Jasra_G,,0,@AmericanAir Policy makers need to change their mindset on aviation. Flying is not for... http://t.co/DQnn0Rf1V8,,2015/2/24 2:13,New Delhi,,,
5.70E+17,negative,1,Lost Luggage,0.6916,American,,Joanna_Malek,,0,"@AmericanAir leave us stranded, send baggage with important medication to different city for 4days&amp;apologise with a $50 voucher. appalling.",,2015/2/24 2:03,,,,
5.70E+17,negative,1,Customer Service Issue,1,American,,PimpianaJones,,0,"@AmericanAir I've been trying to change a Thursday flight and there's a ridiculous wait time on the phone, and your website isn't helping",,2015/2/24 1:55,Seattle,Pacific Time (US & Canada),,
5.70E+17,negative,1,Can't Tell,1,American,,Slacksoft_uk,,0,@AmericanAir We all did! Skipper's walk-around too :(,,2015/2/24 1:51,Cumbria,London,,
5.70E+17,negative,0.6692,Bad Flight,0.6692,American,,fuzzygoats,,0,@AmericanAir Thank you for the acknowledgement. The IFE didn't work all that well anyway so maybe time to upgrade to lower profile system.,,2015/2/24 1:29,Tucson,Arizona,,
5.70E+17,negative,0.6787,Customer Service Issue,0.3542,American,,melindaeasley,,0,@AmericanAir thanks for the canned reply.,,2015/2/24 1:27,Manhattan ,Eastern Time (US & Canada),,
5.70E+17,negative,1,Bad Flight,0.3596,American,,cootiepoop,,0,"@AmericanAir just went to check into flight 24 hr advance, again husband and I are seated separately for 6hr flight! why does this happen??",,2015/2/24 1:25,"new orleans, la",Central Time (US & Canada),,
5.70E+17,negative,1,Customer Service Issue,1,American,,brentwit,,0,@AmericanAir no; I just expect a higher level of customer service &amp; for the flight crews to give us accurate information,,2015/2/24 1:18,Texas,Central Time (US & Canada),,
5.70E+17,negative,1,Cancelled Flight,1,American,,Tumzine,,0,@AmericanAir or at the very least an explanation on why no one told me my flight was Cancelled Flightled!,,2015/2/24 1:01,,Dublin,,
5.70E+17,negative,1,Lost Luggage,0.6874,American,,Polarbert,,0,"@AmericanAir I tried when I landed, but there was no-one there.  I've emailed your customer service twice now who don't seem to care.",,2015/2/24 1:01,,,,
5.70E+17,negative,1,Customer Service Issue,0.3472,American,,Tumzine,,0,"@AmericanAir no I've since rebooked with another airline, what I would like is compensation for all the time/money lost!",,2015/2/24 1:00,,Dublin,,
5.70E+17,negative,1,Can't Tell,1,American,,Pride_MMA,,0,"@AmericanAir nothing, you have done enough.",,2015/2/24 0:59,"Edmond, Oklahoma",Central Time (US & Canada),,
5.70E+17,negative,1,Cancelled Flight,0.3636,American,,Tumzine,,0,@AmericanAir I was rebooked on a flight that was too Late Flight for my connection!,,2015/2/24 0:57,,Dublin,,
5.70E+17,negative,1,Lost Luggage,1,American,,AMoChapman,,0,@AmericanAir gah this is so frustrating! Nobody has my address here in the USA. Where are my bags!?!? So disorganised!!!!!!!!!!!,,2015/2/24 0:48,'Straya',Sydney,,
5.70E+17,negative,1,Can't Tell,0.6936,American,,blueswingpark,,0,"@AmericanAir I have emailed several times.hand wrote a letter,went to airport,called.please fix this! Or @abc7newsBayArea please help!",,2015/2/24 0:44,san francisco califorania,Pacific Time (US & Canada),,
5.70E+17,negative,1,Cancelled Flight,1,American,,KyleFerrel,,0,"@AmericanAir offered me a cot to sleep on?After they Cancelled Flightled my flight. A fucking cot. What about a hotel, like you're supposed to provide",,2015/2/24 0:40,Nevada,America/Los_Angeles,,
5.70E+17,negative,1,Cancelled Flight,0.6432,American,,Pride_MMA,,0,@AmericanAir over the last year 50% of my flights have been delayed or Cancelled Flightled.  I'm done with you.,,2015/2/24 0:34,"Edmond, Oklahoma",Central Time (US & Canada),,
5.70E+17,negative,1,Customer Service Issue,1,American,,KyleFerrel,,0,@AmericanAir another generic response guys? Cmon. You're terrible. How about an actual helpful person? Not all the rude employees at LAX,,2015/2/24 0:33,Nevada,America/Los_Angeles,,
5.70E+17,negative,1,Flight Attendant Complaints,1,American,,KyleFerrel,,0,"@AmericanAir I tried, EXTREMELY RUDE. Even the supervisor. And when I asked to speak to HIS supervisor I was told no",,2015/2/24 0:28,Nevada,America/Los_Angeles,,
5.70E+17,negative,1,Can't Tell,0.6473,American,,TinaHovsepian,,0,"@AmericanAir yes but you are still human I hope, dealing with all the horror stories people share... I complained to DOT. Everyone should",,2015/2/24 0:25,North Hollywood,,,
5.70E+17,negative,1,Customer Service Issue,0.3667,American,,jdl_il,,0,@AmericanAir try contacting everyone on that flight with a refund offer and we might believe you are sincere,,2015/2/24 0:24,,,,
5.70E+17,negative,1,Customer Service Issue,0.6872,American,,TinaHovsepian,,0,@AmericanAir I have filed multiple complaints. I prefer to continue warning the public instead of wasting more time with this inhumane corp.,,2015/2/24 0:22,North Hollywood,,,
5.70E+17,negative,1,Lost Luggage,0.6732,American,,TinaHovsepian,,0,@AmericanAir worst experience of my life avoid at all costs they will lose your belongings and have no humanity to even offer compensation,,2015/2/24 0:20,North Hollywood,,,
5.70E+17,negative,1,Lost Luggage,0.6199,American,,TinaHovsepian,,0,@AmericanAir terror story my luggage was delayed both ways on an international flight for over 5 days total #angrycustomer,,2015/2/24 0:17,North Hollywood,,,
5.70E+17,negative,1,Late Flight,0.7219,American,,ParttyM,,0,@AmericanAir WORST SERVICE EVER!! Delayed flights for more than 5 hours plus you missed my bag! And your employees are rude 馃槨馃槨,,2015/2/24 0:16,,Central Time (US & Canada),,
5.70E+17,negative,1,Customer Service Issue,1,American,,KyleFerrel,,0,@AmericanAir thanks for the generic computer generated response. How about you accommodate your travelers instead of just saying sorry,,2015/2/24 0:15,Nevada,America/Los_Angeles,,
5.70E+17,negative,1,Can't Tell,0.6648,American,,danilo23donna,,0,@AmericanAir they are giving cots to the people that did not get hotel rooms...that is terrible..,,2015/2/24 0:10,,,,
5.70E+17,negative,1,Can't Tell,0.659,American,,blueswingpark,,0,"@AmericanAir I did twice.got a letter back saying that your company ""doesn't issue refunds for phone bills"" help!phone will be shut off",,2015/2/24 0:06,san francisco califorania,Pacific Time (US & Canada),,
5.70E+17,negative,0.6708,Can't Tell,0.3663,American,,SweetKirabella,,0,"@AmericanAir TY! But, their site says "" Please note that we do not offer a print subscription service for American Way. ...""",,2015/2/23 23:58,The 2nd star to the right ,Pacific Time (US & Canada),,
5.70E+17,negative,1,longlines,0.3598,American,,danilo23donna,,0,@AmericanAir its not weather thats why i said the other people received hotel rooms while the people at the end of the line did not get them,,2015/2/23 23:55,,,,
5.70E+17,negative,1,Lost Luggage,1,American,,blueswingpark,,0,"@AmericanAir after losing my bags for 4 days&amp;charging me $475 to""arrange pick up""in argentina,claiming tollfree: won't reimburse me. Help!",,2015/2/23 23:50,san francisco califorania,Pacific Time (US & Canada),,
5.70E+17,negative,1,Customer Service Issue,1,American,,jdl_il,,0,"@AmericanAir pity that a machine replied, or perhaps my story not unusual. Expected better response given article in in-flight magazine.",,2015/2/23 23:48,,,,
5.70E+17,negative,1,Customer Service Issue,0.3685,American,,danilo23donna,,0,"@AmericanAir i have been rebooked for the 7am flight. My questions is, why do some people get hotel and the others don't like myself?",,2015/2/23 23:44,,,,
5.70E+17,negative,1,Customer Service Issue,1,American,,tennesseejc,,0,@AmericanAir I responded. Your info different than your customer service line,,2015/2/23 23:41,"las vegas/nashville, TN",Central Time (US & Canada),,
5.70E+17,negative,1,Customer Service Issue,1,American,,mycreativespark,,0,"@AmericanAir will not help us on the phone, at the gate or in checkin. I book travel for clients and cannot believe the lack of service",,2015/2/23 23:31,Ohio,Quito,,
5.70E+17,negative,1,Can't Tell,0.6981,American,,GarrettBogar,,0,"@AmericanAir no no no, YOU DM me, I pay you money and you want to me to reach out to you for help? How about the other way around",,2015/2/23 23:30,,,,
5.70E+17,negative,1,Customer Service Issue,0.6343,American,,tennesseejc,,0,@AmericanAir I had a 6am flight I can get no rest because I have to wait another 2 hours to receive an automated phone call. #neveragain,,2015/2/23 23:29,"las vegas/nashville, TN",Central Time (US & Canada),,
5.70E+17,negative,1,Customer Service Issue,0.6343,American,,mycreativespark,,0,@AmericanAir does not know the meaning of customer service. Nightmare. Paid for direct flight. Bumped to Dallas. Flight Cancelled Flighted. Terrible,,2015/2/23 23:29,Ohio,Quito,,
5.70E+17,negative,1,Customer Service Issue,1,American,,tennesseejc,,0,@AmericanAir that's absolutely horrible customer service. The person supposed to call me can't immediately call back when disconnected???,,2015/2/23 23:28,"las vegas/nashville, TN",Central Time (US & Canada),,
5.70E+17,negative,1,Cancelled Flight,0.6493,American,,tennesseejc,,0,@AmericanAir my flight was Cancelled Flightled I called they said they'd call back in 1:36. They did And hung up now saying I have to wait 2 hrs!!,,2015/2/23 23:28,"las vegas/nashville, TN",Central Time (US & Canada),,
5.70E+17,negative,0.6537,Can't Tell,0.3504,American,,sherscott,,0,@AmericanAir *does = doesn't,,2015/2/23 23:28,Houston,Central Time (US & Canada),,
5.70E+17,negative,0.6506,Lost Luggage,0.6506,American,,sherscott,,0,@AmericanAir Okay... If someone does it look for it now my fear is it will be lost forever. It's a very small item.,,2015/2/23 23:27,Houston,Central Time (US & Canada),,
5.70E+17,negative,1,Customer Service Issue,1,American,,danilo23donna,,0,@AmericanAir what kind if airlines do you guys run? The people that got in line first received hotel vouchers? Terrible customer service!,,2015/2/23 23:24,,,,
5.70E+17,negative,1,Can't Tell,0.3699,American,,ninjamagic17,,0,"@AmericanAir @emxlyy ""The wheel was broken when we got it. We swear.""",,2015/2/23 23:22,,,,
5.70E+17,negative,1,Cancelled Flight,1,American,,danilo23donna,,0,@AmericanAir Cancelled Flightled flight from fresno then rebooked for LAX now flight Cancelled Flightled again and its midnight with no more hotel available???,,2015/2/23 23:22,,,,
5.70E+17,negative,0.6743,Lost Luggage,0.3412,American,,sherscott,,0,@AmericanAir I'll give a reward for whoever finds and returns to me on Thurs when I fly back thru @dfwairport. I 鉂わ笍 these earrings!!,,2015/2/23 23:21,Houston,Central Time (US & Canada),,
5.70E+17,negative,0.6741,Lost Luggage,0.338,American,,andrearochford,,0,"@AmericanAir checked in at Des Moines, lay over in ORD, final destination Austin, Texas.  Baggage was only checked to ORD.","[30.32398902, -97.71081198]",2015/2/23 23:14,USA,,,
5.70E+17,negative,1,Cancelled Flight,1,American,,UncleDomDom,,0,"@AmericanAir you guys Cancelled Flightled my flight for today and booked me for tomorrow, so unfortunately i have rebooked. Thanks",,2015/2/23 23:02,,Eastern Time (US & Canada),,
5.70E+17,negative,1,Late Flight,1,American,,Steponme,,0,"@AmericanAir after running from one flight, because we had 10 mins, to our next flight, we then sat on our plane for an hour.","[32.91792297, -97.00367737]",2015/2/23 23:01,"Moore, OK & Woodway, TX",Central Time (US & Canada),,
5.70E+17,negative,0.7148,Customer Service Issue,0.3889,American,,uneek1908,,0,@AmericanAir I understand that but I'm hoping I can rectify this in advance. I would call but I am in AUH. I just need my one checked bag.,,2015/2/23 22:57,The Great State of TEXAS,Central Time (US & Canada),,
5.70E+17,negative,0.6953,Cancelled Flight,0.3628,American,,UncleDomDom,,0,"@AmericanAir yeah, buy me a @Delta plane ticket from San Diego to Detroit so I can fly one of their planes home tomorrow",,2015/2/23 22:57,,Eastern Time (US & Canada),,
5.70E+17,negative,1,Customer Service Issue,1,American,,Steponme,,0,"@AmericanAir nothing to do with Mother Nature, more like poor commutation.","[32.91792297, -97.00367737]",2015/2/23 22:54,"Moore, OK & Woodway, TX",Central Time (US & Canada),,
5.70E+17,negative,1,Can't Tell,1,American,,UncleDomDom,,0,@AmericanAir is the worst airline in the entire world. I only flew them because I had to and it was the nightmare I knew it would be.,,2015/2/23 22:44,,Eastern Time (US & Canada),,
5.70E+17,negative,0.6758,Flight Booking Problems,0.6758,American,,meg4miles,,0,@AmericanAir hey! I have a name issue on my reservation can you help?,,2015/2/23 22:39,N to da Y to da C ,,,
5.70E+17,negative,0.6603,Can't Tell,0.6603,American,,meg4miles,,0,@AmericanAir I DM'd you,,2015/2/23 22:35,N to da Y to da C ,,,
5.70E+17,negative,1,Customer Service Issue,1,American,,richfreed,,1,Why doesn't @AmericanAir provide a means for dialogue?  What is the fear that drives this decision?  #worstcustomerserviceever,,2015/2/23 22:21,,,,
5.70E+17,negative,1,Late Flight,1,American,,JamiraBurley,,0,"@AmericanAir 2284, four hours Late Flightrs and we are finally flying out...too bad I missed my event",,2015/2/23 22:21,Living my dreams in motion ,Central Time (US & Canada),,
5.70E+17,negative,1,Customer Service Issue,1,American,,richfreed,,1,@AmericanAir please allow me to speak with someone. A dialogue would solve this issue better and faster than emailing.,,2015/2/23 22:19,,,,
5.70E+17,negative,1,Lost Luggage,1,American,,pattiylandry,,1,@AmericanAir it's not only my bag...it's the complete lack of respect when I called. I was hung up on. And it is my daughters bag,,2015/2/23 22:19,,Hawaii,,
5.70E+17,negative,0.6258,longlines,0.3217,American,,TweetyDave,,0,"@AmericanAir If SNA curfew causes diversion, do you provide transportation from LAX? On AA1237 now, pilot not sure if we have time.",,2015/2/23 22:12,,Central Time (US & Canada),,
5.70E+17,negative,0.6568,Customer Service Issue,0.6568,American,,richfreed,,1,Why doesn't @AmericanAir allow for conversations between upset customers and their customer service?  #worstcustomerserviceever,,2015/2/23 22:10,,,,
5.70E+17,negative,1,Cancelled Flight,1,American,,HeatPrincess305,,0,@AmericanAir  it's not cool that my flight was Cancelled Flightled after sitting on the plane for over an hour. 馃憥馃槨鉁堬笍 #notahappycustomer #leavingtomm,"[42.01578804, -87.68332344]",2015/2/23 22:08,MIA || CHI || NYC,Eastern Time (US & Canada),,
5.70E+17,negative,1,Can't Tell,0.649,American,,LeluBlesa,,0,"@AmericanAir no, you should do something about everything happened yesterday...",,2015/2/23 22:07,,Buenos Aires,,
5.70E+17,negative,1,Customer Service Issue,0.6451,American,,CinemaTim,,0,"@AmericanAir Thanks! Bleh, disconnected! Let's try this again!!",,2015/2/23 22:04,Founder of #MovieChurch,Central Time (US & Canada),,
5.70E+17,negative,1,Customer Service Issue,1,American,,pattiylandry,,1,@AmericanAir  your customer service is deplorable. I am disgusted in your company and the ignorant people on the phones for lost baggage.,,2015/2/23 22:02,,Hawaii,,
5.70E+17,negative,1,Bad Flight,0.3574,American,,HaleyHadlock,,0,@AmericanAir were stuck on a plane in Dallas that's supposed to be going to Okc. There's an issue w/ the plane. Any idea on how much longer?,,2015/2/23 22:02,,,,
5.70E+17,negative,0.3394,Damaged Luggage,0.3394,American,,JTWolf7,,0,@AmericanAir - thanks. She submitted a damaged bag complaint online...is there anything else we can do? #goodcustomerservice,,2015/2/23 22:01,"Stamford, CT",Pacific Time (US & Canada),,
5.70E+17,negative,1,Customer Service Issue,1,American,,richfreed,,0,@AmericanAir they responded. I can't respond to their response. Nor can I speak with someone. #worstcustomerserviceever,,2015/2/23 22:00,,,,
5.70E+17,negative,1,Customer Service Issue,0.6453,American,,faisal_tayebjee,,0,@AmericanAir gate agents disappeared and customer service agents were miserable and unhelpful. #letdown #neveragain,,2015/2/23 22:00,,Dublin,,
5.70E+17,negative,1,Lost Luggage,1,American,,CinemaTim,,0,@AmericanAir Who do I report missing baggage to when baggage claim leaves before midnight?,,2015/2/23 21:57,Founder of #MovieChurch,Central Time (US & Canada),,
5.70E+17,negative,1,Customer Service Issue,1,American,,alexbuffer,,0,.@AmericanAir how about connecting me with a customer service rep? I'd rather speak to a person than a computer. Thanks!,,2015/2/23 21:56,district of columbia,Central Time (US & Canada),,
5.70E+17,negative,1,Customer Service Issue,0.6748,American,,LeluBlesa,,0,@AmericanAir TSA. When I tried to check in the things I've bought your people told me it was Late Flight to do it. So... I want my things back,,2015/2/23 21:56,,Buenos Aires,,
5.70E+17,negative,0.6789,Can't Tell,0.367,American,,nf14jk,,0,"@AmericanAir arrived +-10pm eastern. Had to deplane on the CRJs airstairs to an icy Tarmac. Valet bags sent to carousel, so it was 10:20pm.",,2015/2/23 21:55,,,,
5.70E+17,negative,1,Customer Service Issue,0.6453,American,,Dani_Haigh,,0,"@AmericanAir couldn't get anyone on the phone all day, the flight you rebooked had me missing a conference.We won't be on flt 1568 tomorrow.","[40.7786084, -73.94979947]",2015/2/23 21:54,"New York, NY",Quito,,
5.70E+17,negative,0.6562,Can't Tell,0.3352,American,,FAiRChicago,,0,@AmericanAir @united @SpiritAirPR  @Fioretti2ndWard @ChicagosMayor @garcia4chicago BS that #Noise #Late Flight #NoRahm http://t.co/CFzdJmn0uI,"[41.98051682, -87.73798602]",2015/2/23 21:50,"Chicago, IL",,,
5.70E+17,negative,0.6576,Can't Tell,0.3723,American,,Roope00,,0,@AmericanAir It's sad how I can't afford any long distance trips though. :/,,2015/2/23 21:47,WARNING: Explicit language,Helsinki,,
5.70E+17,negative,1,Flight Booking Problems,0.34,American,,carlw1980,,0,"@djevolutionhd As an EP who travels 125K+ miles a yr with @AmericanAir , I would expect more from them than this horrible travel experience",,2015/2/23 21:46,,,,
5.70E+17,negative,1,Customer Service Issue,1,American,,sirblacktoast,,0,@AmericanAir that was the worst customer service experience ever. Too bad for you I'm a lawyer. Enjoy my wrath.,,2015/2/23 21:45,,,,
5.70E+17,negative,0.6948,Can't Tell,0.3722,American,,KyleKaplan,,0,@AmericanAir it's beyond complicated now and it feels like when I used to fly with United. Platinum means nothing.,,2015/2/23 21:45,"iPhone: 40.829401,-73.926223",Pacific Time (US & Canada),,
5.70E+17,negative,0.7002,Can't Tell,0.7002,American,,emrey35,,0,@AmericanAir I look forward to hearing back and hope that my next trip will not be like this,,2015/2/23 21:44,College Station,,,
5.70E+17,negative,1,Damaged Luggage,0.6788,American,,JTWolf7,,0,@AmericanAir - you broke my sick wife's luggage handle going from JFK to LAX...she had to drag her bag thru the airport! #customerservice,,2015/2/23 21:35,"Stamford, CT",Pacific Time (US & Canada),,
5.70E+17,negative,0.6553,Customer Service Issue,0.6553,American,,marcy_test,,0,@AmericanAir no not yet. Waiting now to be connected to an agent,,2015/2/23 21:31,Arlington VA,,,
5.70E+17,negative,1,Customer Service Issue,1,American,,emrey35,,0,@AmericanAir when should i expect a response from customer relations,,2015/2/23 21:31,College Station,,,
5.70E+17,negative,1,Customer Service Issue,1,American,,GarrettBogar,,0,"@AmericanAir glad that you WANTED to help me, but you didn't. Have an agent call me before I rant about shitty service every day",,2015/2/23 21:27,,,,
